,E1,E2,REL
75099,CHEMICAL,GENE-Y,Not
75100,GENE-N,GENE-Y,Not
75101,GENE-N,GENE-Y,Not
75102,CHEMICAL,CHEMICAL,Not
75103,CHEMICAL,CHEMICAL,Not
75104,GENE-Y,GENE-N,Not
75105,GENE-N,CHEMICAL,Not
75106,GENE-N,CHEMICAL,Not
75107,CHEMICAL,GENE-N,Not
75108,CHEMICAL,GENE-N,Not
75109,CHEMICAL,GENE-N,Not
75110,GENE-N,GENE-Y,Not
75111,GENE-Y,GENE-N,Not
75112,GENE-N,CHEMICAL,Not
75113,CHEMICAL,CHEMICAL,Not
75114,GENE-Y,GENE-N,Not
75115,GENE-Y,CHEMICAL,Not
75116,GENE-N,CHEMICAL,Not
75117,CHEMICAL,CHEMICAL,Not
75118,CHEMICAL,CHEMICAL,Not
75119,GENE-N,GENE-N,Not
75120,CHEMICAL,CHEMICAL,Not
75121,GENE-Y,GENE-Y,Not
75122,GENE-Y,CHEMICAL,Not
75123,CHEMICAL,GENE-Y,Not
75124,CHEMICAL,GENE-Y,Not
75125,CHEMICAL,GENE-N,Not
75126,GENE-N,CHEMICAL,Not
75127,GENE-N,GENE-Y,Not
75128,GENE-N,GENE-N,Not
75129,GENE-N,CHEMICAL,Not
75130,CHEMICAL,GENE-Y,Not
75131,GENE-Y,GENE-Y,Not
75132,GENE-N,CHEMICAL,Not
75133,GENE-N,CHEMICAL,Not
75134,CHEMICAL,CHEMICAL,Not
75135,CHEMICAL,GENE-N,Not
75136,GENE-N,CHEMICAL,Not
75137,GENE-Y,CHEMICAL,Not
75138,GENE-N,CHEMICAL,Not
75139,GENE-Y,CHEMICAL,Not
75140,CHEMICAL,GENE-N,Not
75141,GENE-Y,CHEMICAL,Not
75142,GENE-N,GENE-N,Not
75143,CHEMICAL,GENE-N,Not
75144,CHEMICAL,CHEMICAL,Not
75145,GENE-Y,CHEMICAL,Not
75146,GENE-N,CHEMICAL,Not
75147,CHEMICAL,GENE-Y,Not
75148,CHEMICAL,CHEMICAL,Not
75149,CHEMICAL,GENE-Y,Not
75150,CHEMICAL,GENE-N,Not
75151,CHEMICAL,GENE-Y,Not
75152,CHEMICAL,CHEMICAL,Not
75153,CHEMICAL,GENE-Y,Not
75154,CHEMICAL,GENE-N,Not
75155,CHEMICAL,GENE-Y,Not
75156,GENE-Y,CHEMICAL,Not
75157,GENE-Y,CHEMICAL,Not
75158,GENE-Y,GENE-N,Not
75159,GENE-Y,GENE-Y,Not
75160,GENE-N,CHEMICAL,Not
75161,GENE-N,CHEMICAL,Not
75162,GENE-N,GENE-Y,Not
75163,GENE-N,GENE-Y,Not
75164,GENE-Y,CHEMICAL,Not
75165,GENE-Y,CHEMICAL,Not
75166,GENE-Y,GENE-Y,Not
75167,GENE-Y,GENE-N,Not
75168,GENE-Y,GENE-Y,Not
75169,GENE-Y,GENE-N,Not
75170,GENE-Y,GENE-Y,Not
75171,GENE-Y,GENE-N,Not
75172,GENE-N,GENE-Y,Not
75173,GENE-N,GENE-Y,Not
75174,CHEMICAL,GENE-N,Upregulator
75175,CHEMICAL,CHEMICAL,Not
75176,CHEMICAL,CHEMICAL,Not
75177,CHEMICAL,GENE-N,Not
75178,GENE-N,CHEMICAL,Not
75179,GENE-N,CHEMICAL,Not
75180,GENE-Y,GENE-Y,Not
75181,GENE-Y,GENE-Y,Not
75182,GENE-Y,GENE-Y,Not
75183,GENE-Y,GENE-Y,Not
75184,GENE-Y,GENE-Y,Not
75185,GENE-Y,GENE-Y,Not
75186,CHEMICAL,CHEMICAL,Not
75187,CHEMICAL,CHEMICAL,Not
75188,CHEMICAL,CHEMICAL,Not
75189,CHEMICAL,CHEMICAL,Not
75190,CHEMICAL,CHEMICAL,Not
75191,CHEMICAL,CHEMICAL,Not
75192,CHEMICAL,CHEMICAL,Not
75193,CHEMICAL,CHEMICAL,Not
75194,CHEMICAL,GENE-Y,Downregulator
75195,CHEMICAL,GENE-Y,Downregulator
75196,CHEMICAL,CHEMICAL,Not
75197,CHEMICAL,CHEMICAL,Not
75198,GENE-Y,CHEMICAL,Not
75199,GENE-Y,CHEMICAL,Not
75200,CHEMICAL,CHEMICAL,Not
75201,CHEMICAL,GENE-N,Not
75202,CHEMICAL,GENE-Y,Not
75203,CHEMICAL,GENE-N,Not
75204,CHEMICAL,CHEMICAL,Not
75205,CHEMICAL,GENE-N,Not
75206,CHEMICAL,GENE-Y,Not
75207,CHEMICAL,GENE-N,Not
75208,GENE-N,CHEMICAL,Not
75209,GENE-N,CHEMICAL,Not
75210,GENE-N,GENE-Y,Not
75211,GENE-N,GENE-N,Not
75212,GENE-Y,CHEMICAL,Not
75213,GENE-Y,CHEMICAL,Not
75214,GENE-Y,GENE-N,Not
75215,GENE-Y,GENE-N,Not
75216,GENE-N,CHEMICAL,Not
75217,GENE-N,CHEMICAL,Not
75218,GENE-N,GENE-N,Not
75219,GENE-N,GENE-Y,Not
75220,CHEMICAL,GENE-Y,Not
75221,CHEMICAL,GENE-Y,Not
75222,GENE-Y,CHEMICAL,Not
75223,GENE-Y,GENE-Y,Not
75224,GENE-Y,CHEMICAL,Not
75225,GENE-Y,GENE-Y,Not
75226,GENE-Y,GENE-Y,Not
75227,GENE-Y,GENE-Y,Not
75228,CHEMICAL,GENE-Y,Not
75229,CHEMICAL,GENE-Y,Not
75230,GENE-Y,CHEMICAL,Not
75231,GENE-Y,GENE-Y,Not
75232,GENE-Y,CHEMICAL,Not
75233,GENE-Y,GENE-Y,Not
75234,CHEMICAL,GENE-N,Not
75235,CHEMICAL,GENE-Y,Not
75236,CHEMICAL,GENE-N,Not
75237,CHEMICAL,GENE-Y,Not
75238,CHEMICAL,GENE-N,Upregulator
75239,CHEMICAL,GENE-Y,Upregulator
75240,CHEMICAL,GENE-N,Upregulator
75241,CHEMICAL,GENE-Y,Upregulator
75242,CHEMICAL,GENE-Y,Downregulator
75243,CHEMICAL,GENE-Y,Downregulator
75244,CHEMICAL,GENE-N,Downregulator
75245,GENE-N,GENE-Y,Not
75246,GENE-N,CHEMICAL,Not
75247,GENE-Y,GENE-Y,Not
75248,GENE-N,GENE-N,Not
75249,GENE-N,GENE-Y,Not
75250,GENE-Y,CHEMICAL,Not
75251,GENE-N,CHEMICAL,Not
75252,GENE-Y,GENE-Y,Not
75253,GENE-N,GENE-Y,Not
75254,GENE-N,GENE-Y,Not
75255,GENE-Y,GENE-N,Not
75256,GENE-Y,GENE-Y,Not
75257,GENE-Y,CHEMICAL,Not
75258,GENE-N,CHEMICAL,Not
75259,GENE-Y,GENE-N,Not
75260,GENE-N,GENE-Y,Not
75261,GENE-N,GENE-Y,Not
75262,GENE-Y,GENE-Y,Not
75263,GENE-N,GENE-N,Not
75264,GENE-N,GENE-N,Not
75265,GENE-Y,GENE-Y,Not
75266,GENE-N,GENE-Y,Not
75267,GENE-N,GENE-Y,Not
75268,GENE-Y,CHEMICAL,Not
75269,GENE-N,GENE-N,Not
75270,CHEMICAL,CHEMICAL,Not
75271,GENE-Y,GENE-N,Not
75272,GENE-N,GENE-N,Not
75273,GENE-N,CHEMICAL,Not
75274,GENE-Y,GENE-N,Not
75275,GENE-N,CHEMICAL,Not
75276,GENE-N,GENE-N,Not
75277,GENE-Y,GENE-Y,Not
75278,GENE-Y,GENE-N,Not
75279,GENE-Y,CHEMICAL,Not
75280,GENE-Y,GENE-N,Not
75281,GENE-N,CHEMICAL,Not
75282,GENE-N,GENE-Y,Not
75283,CHEMICAL,GENE-Y,Not
75284,CHEMICAL,CHEMICAL,Not
75285,CHEMICAL,CHEMICAL,Not
75286,CHEMICAL,CHEMICAL,Not
75287,CHEMICAL,CHEMICAL,Not
75288,CHEMICAL,CHEMICAL,Not
75289,CHEMICAL,CHEMICAL,Not
75290,CHEMICAL,GENE-N,Not
75291,CHEMICAL,GENE-N,Not
75292,GENE-N,CHEMICAL,Not
75293,GENE-N,GENE-N,Not
75294,GENE-N,CHEMICAL,Not
75295,GENE-N,GENE-N,Not
75296,CHEMICAL,CHEMICAL,Not
75297,CHEMICAL,GENE-Y,Not
75298,CHEMICAL,CHEMICAL,Not
75299,CHEMICAL,GENE-Y,Not
75300,GENE-Y,CHEMICAL,Not
75301,GENE-Y,CHEMICAL,Not
75302,GENE-Y,GENE-Y,Not
75303,GENE-Y,GENE-Y,Not
75304,GENE-Y,GENE-Y,Not
75305,GENE-Y,GENE-Y,Not
75306,CHEMICAL,CHEMICAL,Not
75307,CHEMICAL,GENE-Y,Not
75308,CHEMICAL,CHEMICAL,Not
75309,CHEMICAL,GENE-Y,Not
75310,GENE-Y,CHEMICAL,Not
75311,GENE-Y,CHEMICAL,Not
75312,CHEMICAL,CHEMICAL,Not
75313,CHEMICAL,CHEMICAL,Not
75314,CHEMICAL,GENE-Y,Not
75315,CHEMICAL,GENE-Y,Not
75316,CHEMICAL,GENE-Y,Not
75317,CHEMICAL,GENE-Y,Not
75318,CHEMICAL,CHEMICAL,Not
75319,CHEMICAL,CHEMICAL,Not
75320,CHEMICAL,GENE-Y,Not
75321,CHEMICAL,GENE-Y,Not
75322,CHEMICAL,GENE-Y,Not
75323,CHEMICAL,GENE-Y,Not
75324,CHEMICAL,CHEMICAL,Not
75325,CHEMICAL,CHEMICAL,Not
75326,CHEMICAL,GENE-Y,Not
75327,CHEMICAL,GENE-Y,Not
75328,CHEMICAL,GENE-Y,Not
75329,CHEMICAL,GENE-Y,Not
75330,GENE-Y,CHEMICAL,Not
75331,GENE-Y,CHEMICAL,Not
75332,GENE-Y,CHEMICAL,Not
75333,GENE-Y,GENE-Y,Not
75334,GENE-Y,GENE-Y,Not
75335,GENE-Y,GENE-Y,Not
75336,GENE-Y,CHEMICAL,Not
75337,GENE-Y,CHEMICAL,Not
75338,GENE-Y,CHEMICAL,Not
75339,GENE-Y,GENE-Y,Not
75340,GENE-Y,GENE-Y,Not
75341,GENE-Y,GENE-Y,Not
75342,GENE-Y,CHEMICAL,Not
75343,GENE-Y,CHEMICAL,Not
75344,GENE-Y,CHEMICAL,Not
75345,GENE-Y,GENE-Y,Not
75346,GENE-Y,GENE-Y,Not
75347,GENE-Y,GENE-Y,Not
75348,GENE-Y,CHEMICAL,Not
75349,GENE-Y,CHEMICAL,Not
75350,GENE-Y,CHEMICAL,Not
75351,GENE-Y,GENE-Y,Not
75352,GENE-Y,GENE-Y,Not
75353,GENE-Y,GENE-Y,Not
75354,CHEMICAL,GENE-N,Not
75355,GENE-N,CHEMICAL,Not
75356,CHEMICAL,GENE-Y,Not
75357,GENE-Y,CHEMICAL,Not
75358,GENE-N,GENE-Y,Not
75359,GENE-Y,GENE-N,Not
75360,CHEMICAL,GENE-N,Not
75361,GENE-N,CHEMICAL,Not
75362,CHEMICAL,CHEMICAL,Not
75363,CHEMICAL,CHEMICAL,Not
75364,GENE-N,GENE-N,Not
75365,GENE-N,GENE-N,Not
75366,CHEMICAL,CHEMICAL,Not
75367,CHEMICAL,CHEMICAL,Not
75368,CHEMICAL,CHEMICAL,Not
75369,CHEMICAL,CHEMICAL,Not
75370,CHEMICAL,CHEMICAL,Not
75371,CHEMICAL,CHEMICAL,Not
75372,CHEMICAL,GENE-N,Downregulator
75373,CHEMICAL,GENE-N,Downregulator
75374,CHEMICAL,GENE-N,Downregulator
75375,CHEMICAL,CHEMICAL,Not
75376,CHEMICAL,CHEMICAL,Not
75377,CHEMICAL,CHEMICAL,Not
75378,CHEMICAL,CHEMICAL,Not
75379,CHEMICAL,CHEMICAL,Not
75380,CHEMICAL,CHEMICAL,Not
75381,GENE-N,CHEMICAL,Not
75382,GENE-N,CHEMICAL,Not
75383,GENE-N,CHEMICAL,Not
75384,CHEMICAL,CHEMICAL,Not
75385,CHEMICAL,CHEMICAL,Not
75386,CHEMICAL,CHEMICAL,Not
75387,CHEMICAL,CHEMICAL,Not
75388,CHEMICAL,CHEMICAL,Not
75389,CHEMICAL,CHEMICAL,Not
75390,CHEMICAL,CHEMICAL,Not
75391,CHEMICAL,CHEMICAL,Not
75392,CHEMICAL,CHEMICAL,Not
75393,CHEMICAL,CHEMICAL,Not
75394,CHEMICAL,CHEMICAL,Not
75395,CHEMICAL,CHEMICAL,Not
75396,CHEMICAL,CHEMICAL,Not
75397,CHEMICAL,CHEMICAL,Not
75398,CHEMICAL,CHEMICAL,Not
75399,CHEMICAL,CHEMICAL,Not
75400,CHEMICAL,CHEMICAL,Not
75401,CHEMICAL,CHEMICAL,Not
75402,CHEMICAL,CHEMICAL,Not
75403,CHEMICAL,CHEMICAL,Not
75404,GENE-Y,GENE-Y,Not
75405,GENE-Y,GENE-Y,Not
75406,CHEMICAL,CHEMICAL,Not
75407,CHEMICAL,CHEMICAL,Not
75408,CHEMICAL,CHEMICAL,Not
75409,CHEMICAL,CHEMICAL,Not
75410,CHEMICAL,CHEMICAL,Not
75411,CHEMICAL,CHEMICAL,Not
75412,CHEMICAL,CHEMICAL,Not
75413,CHEMICAL,CHEMICAL,Not
75414,CHEMICAL,CHEMICAL,Not
75415,CHEMICAL,CHEMICAL,Not
75416,CHEMICAL,CHEMICAL,Not
75417,CHEMICAL,CHEMICAL,Not
75418,CHEMICAL,CHEMICAL,Not
75419,CHEMICAL,CHEMICAL,Not
75420,CHEMICAL,CHEMICAL,Not
75421,CHEMICAL,CHEMICAL,Not
75422,CHEMICAL,CHEMICAL,Not
75423,CHEMICAL,CHEMICAL,Not
75424,CHEMICAL,CHEMICAL,Not
75425,CHEMICAL,CHEMICAL,Not
75426,CHEMICAL,CHEMICAL,Not
75427,CHEMICAL,GENE-N,Not
75428,CHEMICAL,CHEMICAL,Not
75429,CHEMICAL,GENE-N,Not
75430,GENE-N,CHEMICAL,Not
75431,GENE-N,CHEMICAL,Not
75432,CHEMICAL,CHEMICAL,Not
75433,CHEMICAL,CHEMICAL,Not
75434,GENE-N,GENE-N,Not
75435,GENE-N,GENE-N,Not
75436,GENE-N,GENE-Y,Not
75437,GENE-N,GENE-N,Not
75438,GENE-N,GENE-N,Not
75439,GENE-N,GENE-Y,Not
75440,GENE-N,GENE-N,Not
75441,GENE-N,GENE-N,Not
75442,GENE-N,GENE-Y,Not
75443,GENE-Y,GENE-N,Not
75444,GENE-Y,GENE-N,Not
75445,GENE-Y,GENE-N,Not
75446,GENE-N,GENE-N,Not
75447,GENE-N,GENE-N,Not
75448,GENE-N,GENE-N,Not
75449,GENE-N,GENE-N,Not
75450,GENE-N,GENE-N,Not
75451,GENE-N,GENE-N,Not
75452,GENE-N,GENE-N,Not
75453,GENE-N,GENE-N,Not
75454,GENE-N,GENE-N,Not
75455,GENE-N,GENE-N,Not
75456,GENE-N,GENE-N,Not
75457,GENE-N,GENE-N,Not
75458,GENE-N,GENE-N,Not
75459,GENE-N,GENE-N,Not
75460,GENE-N,GENE-N,Not
75461,GENE-N,GENE-N,Not
75462,GENE-N,GENE-N,Not
75463,GENE-N,GENE-N,Not
75464,GENE-N,GENE-N,Not
75465,GENE-N,GENE-N,Not
75466,GENE-N,GENE-N,Not
75467,GENE-N,GENE-N,Not
75468,GENE-N,GENE-N,Not
75469,GENE-N,GENE-N,Not
75470,GENE-N,GENE-N,Not
75471,GENE-N,GENE-N,Not
75472,GENE-N,GENE-N,Not
75473,GENE-N,GENE-N,Not
75474,GENE-N,GENE-N,Not
75475,GENE-N,GENE-N,Not
75476,GENE-Y,GENE-N,Not
75477,GENE-Y,GENE-N,Not
75478,GENE-Y,GENE-N,Not
75479,GENE-N,GENE-Y,Not
75480,GENE-N,GENE-N,Not
75481,GENE-N,GENE-N,Not
75482,GENE-N,GENE-Y,Not
75483,GENE-N,GENE-N,Not
75484,GENE-N,GENE-N,Not
75485,GENE-N,GENE-Y,Not
75486,GENE-N,GENE-N,Not
75487,GENE-N,GENE-N,Not
75488,GENE-Y,GENE-N,Not
75489,GENE-Y,GENE-Y,Not
75490,GENE-Y,GENE-Y,Not
75491,GENE-N,GENE-Y,Not
75492,GENE-Y,GENE-Y,Not
75493,GENE-Y,GENE-Y,Not
75494,GENE-Y,GENE-Y,Not
75495,GENE-N,GENE-N,Not
75496,GENE-Y,GENE-Y,Not
75497,GENE-N,GENE-Y,Not
75498,CHEMICAL,GENE-Y,Not
75499,GENE-Y,GENE-Y,Not
75500,CHEMICAL,GENE-N,Not
75501,CHEMICAL,GENE-Y,Not
75502,GENE-Y,GENE-Y,Not
75503,GENE-N,GENE-Y,Not
75504,GENE-N,GENE-Y,Not
75505,GENE-N,GENE-N,Not
75506,GENE-Y,GENE-Y,Not
75507,GENE-Y,GENE-N,Not
75508,GENE-Y,GENE-Y,Not
75509,GENE-N,CHEMICAL,Not
75510,GENE-Y,GENE-Y,Not
75511,GENE-Y,GENE-Y,Not
75512,GENE-Y,GENE-Y,Not
75513,CHEMICAL,GENE-Y,Not
75514,GENE-Y,GENE-Y,Not
75515,GENE-N,GENE-Y,Not
75516,CHEMICAL,GENE-Y,Not
75517,GENE-N,GENE-N,Not
75518,GENE-Y,GENE-Y,Not
75519,GENE-N,GENE-Y,Not
75520,GENE-N,GENE-Y,Not
75521,GENE-Y,GENE-Y,Not
75522,GENE-Y,CHEMICAL,Not
75523,CHEMICAL,GENE-Y,Not
75524,GENE-Y,GENE-N,Not
75525,GENE-Y,GENE-N,Not
75526,GENE-Y,GENE-Y,Not
75527,GENE-N,GENE-Y,Not
75528,CHEMICAL,GENE-N,Not
75529,GENE-Y,GENE-Y,Not
75530,GENE-Y,GENE-Y,Not
75531,GENE-Y,GENE-Y,Not
75532,GENE-N,GENE-Y,Not
75533,GENE-Y,GENE-Y,Not
75534,GENE-N,GENE-Y,Not
75535,GENE-Y,GENE-Y,Not
75536,GENE-Y,GENE-Y,Not
75537,GENE-Y,GENE-Y,Not
75538,CHEMICAL,GENE-Y,Not
75539,CHEMICAL,GENE-Y,Not
75540,CHEMICAL,GENE-Y,Not
75541,CHEMICAL,GENE-Y,Not
75542,GENE-Y,GENE-Y,Not
75543,GENE-Y,GENE-N,Not
75544,GENE-Y,GENE-Y,Not
75545,GENE-Y,GENE-Y,Not
75546,CHEMICAL,GENE-Y,Not
75547,GENE-Y,GENE-Y,Not
75548,GENE-Y,GENE-N,Not
75549,GENE-Y,GENE-Y,Not
75550,GENE-Y,GENE-Y,Not
75551,GENE-Y,GENE-N,Not
75552,GENE-Y,CHEMICAL,Not
75553,GENE-Y,GENE-Y,Not
75554,GENE-Y,GENE-Y,Not
75555,GENE-N,GENE-Y,Not
75556,GENE-Y,GENE-N,Not
75557,GENE-Y,CHEMICAL,Not
75558,CHEMICAL,GENE-Y,Not
75559,CHEMICAL,GENE-Y,Not
75560,GENE-Y,GENE-Y,Not
75561,GENE-Y,GENE-Y,Not
75562,GENE-Y,GENE-Y,Not
75563,GENE-Y,GENE-Y,Not
75564,GENE-N,GENE-Y,Not
75565,GENE-Y,CHEMICAL,Not
75566,GENE-Y,GENE-Y,Not
75567,GENE-Y,GENE-Y,Not
75568,GENE-Y,GENE-N,Not
75569,GENE-Y,GENE-N,Not
75570,GENE-N,GENE-Y,Not
75571,GENE-Y,GENE-Y,Not
75572,GENE-Y,GENE-Y,Not
75573,GENE-Y,GENE-Y,Not
75574,GENE-Y,GENE-Y,Not
75575,GENE-Y,GENE-Y,Not
75576,GENE-Y,GENE-Y,Not
75577,GENE-Y,GENE-Y,Not
75578,GENE-Y,GENE-N,Not
75579,GENE-N,GENE-Y,Not
75580,GENE-Y,GENE-Y,Not
75581,GENE-Y,GENE-N,Not
75582,GENE-Y,GENE-Y,Not
75583,GENE-N,GENE-N,Not
75584,GENE-Y,GENE-Y,Not
75585,GENE-Y,GENE-Y,Not
75586,GENE-Y,GENE-Y,Not
75587,CHEMICAL,GENE-Y,Not
75588,GENE-Y,GENE-Y,Not
75589,GENE-Y,GENE-N,Not
75590,GENE-Y,GENE-Y,Not
75591,GENE-Y,GENE-Y,Not
75592,GENE-Y,GENE-N,Not
75593,GENE-Y,GENE-Y,Not
75594,GENE-N,GENE-Y,Not
75595,GENE-N,GENE-Y,Not
75596,GENE-N,GENE-Y,Not
75597,GENE-Y,GENE-Y,Not
75598,GENE-Y,GENE-Y,Not
75599,GENE-Y,GENE-N,Not
75600,GENE-Y,GENE-Y,Not
75601,GENE-Y,GENE-N,Not
75602,GENE-Y,GENE-Y,Not
75603,GENE-Y,GENE-Y,Not
75604,GENE-Y,GENE-N,Not
75605,GENE-Y,GENE-Y,Not
75606,GENE-N,GENE-Y,Not
75607,GENE-N,GENE-Y,Not
75608,GENE-N,GENE-Y,Not
75609,GENE-Y,GENE-Y,Not
75610,GENE-Y,GENE-Y,Not
75611,GENE-Y,GENE-N,Not
75612,CHEMICAL,GENE-N,Downregulator
75613,CHEMICAL,GENE-N,Downregulator
75614,CHEMICAL,CHEMICAL,Not
75615,CHEMICAL,GENE-N,Not
75616,CHEMICAL,GENE-Y,Not
75617,CHEMICAL,CHEMICAL,Not
75618,CHEMICAL,GENE-N,Not
75619,CHEMICAL,GENE-Y,Not
75620,GENE-N,CHEMICAL,Not
75621,GENE-N,CHEMICAL,Not
75622,GENE-N,GENE-N,Not
75623,GENE-N,GENE-Y,Not
75624,GENE-N,CHEMICAL,Not
75625,GENE-N,CHEMICAL,Not
75626,GENE-N,GENE-N,Not
75627,GENE-N,GENE-Y,Not
75628,GENE-Y,CHEMICAL,Not
75629,GENE-Y,CHEMICAL,Not
75630,GENE-Y,GENE-N,Not
75631,GENE-Y,GENE-N,Not
75632,GENE-Y,GENE-N,Not
75633,GENE-Y,GENE-N,Not
75634,GENE-Y,GENE-N,Not
75635,GENE-Y,GENE-N,Not
75636,GENE-N,GENE-Y,Not
75637,GENE-N,GENE-N,Not
75638,GENE-N,GENE-N,Not
75639,GENE-N,GENE-N,Not
75640,GENE-N,GENE-Y,Not
75641,GENE-N,GENE-N,Not
75642,GENE-N,GENE-N,Not
75643,GENE-N,GENE-N,Not
75644,GENE-N,GENE-Y,Not
75645,GENE-N,GENE-N,Not
75646,GENE-N,GENE-N,Not
75647,GENE-N,GENE-N,Not
75648,GENE-N,GENE-Y,Not
75649,GENE-N,GENE-N,Not
75650,GENE-N,GENE-N,Not
75651,GENE-N,GENE-N,Not
75652,GENE-N,GENE-Y,Not
75653,GENE-Y,GENE-N,Not
75654,GENE-N,GENE-N,Not
75655,GENE-N,GENE-Y,Not
75656,GENE-N,GENE-Y,Not
75657,GENE-N,GENE-N,Not
75658,GENE-N,GENE-Y,Not
75659,GENE-N,GENE-Y,Not
75660,GENE-Y,GENE-N,Not
75661,GENE-Y,GENE-N,Not
75662,GENE-Y,GENE-Y,Not
75663,GENE-Y,GENE-N,Not
75664,GENE-Y,GENE-N,Not
75665,GENE-Y,GENE-Y,Not
75666,CHEMICAL,GENE-N,Substrate
75667,CHEMICAL,GENE-Y,Substrate
75668,CHEMICAL,CHEMICAL,Not
75669,CHEMICAL,GENE-Y,Not
75670,CHEMICAL,CHEMICAL,Not
75671,CHEMICAL,GENE-N,Not
75672,GENE-N,CHEMICAL,Not
75673,GENE-N,CHEMICAL,Not
75674,GENE-N,GENE-Y,Not
75675,GENE-Y,CHEMICAL,Not
75676,GENE-Y,CHEMICAL,Not
75677,GENE-Y,GENE-N,Not
75678,CHEMICAL,GENE-Y,Downregulator
75679,CHEMICAL,GENE-Y,Downregulator
75680,CHEMICAL,GENE-Y,Downregulator
75681,CHEMICAL,GENE-Y,Downregulator
75682,CHEMICAL,GENE-Y,Downregulator
75683,CHEMICAL,GENE-Y,Downregulator
75684,CHEMICAL,CHEMICAL,Not
75685,CHEMICAL,CHEMICAL,Not
75686,CHEMICAL,CHEMICAL,Not
75687,CHEMICAL,CHEMICAL,Not
75688,GENE-Y,CHEMICAL,Not
75689,GENE-Y,CHEMICAL,Not
75690,CHEMICAL,GENE-Y,Not
75691,CHEMICAL,GENE-Y,Not
75692,CHEMICAL,CHEMICAL,Not
75693,CHEMICAL,CHEMICAL,Not
75694,CHEMICAL,GENE-Y,Not
75695,GENE-Y,CHEMICAL,Not
75696,GENE-Y,CHEMICAL,Not
75697,CHEMICAL,GENE-Y,Not
75698,CHEMICAL,CHEMICAL,Not
75699,CHEMICAL,GENE-Y,Not
75700,GENE-Y,GENE-Y,Not
75701,GENE-Y,CHEMICAL,Not
75702,CHEMICAL,CHEMICAL,Not
75703,GENE-Y,GENE-Y,Not
75704,GENE-Y,CHEMICAL,Not
75705,CHEMICAL,GENE-Y,Not
75706,GENE-Y,GENE-Y,Not
75707,CHEMICAL,CHEMICAL,Not
75708,CHEMICAL,CHEMICAL,Not
75709,GENE-Y,CHEMICAL,Not
75710,GENE-Y,CHEMICAL,Not
75711,GENE-Y,GENE-Y,Not
75712,CHEMICAL,GENE-Y,Not
75713,GENE-Y,CHEMICAL,Not
75714,CHEMICAL,CHEMICAL,Not
75715,GENE-Y,GENE-Y,Not
75716,CHEMICAL,CHEMICAL,Not
75717,GENE-Y,CHEMICAL,Not
75718,CHEMICAL,CHEMICAL,Not
75719,GENE-Y,CHEMICAL,Not
75720,CHEMICAL,GENE-Y,Not
75721,GENE-Y,CHEMICAL,Not
75722,GENE-Y,GENE-Y,Not
75723,CHEMICAL,CHEMICAL,Not
75724,CHEMICAL,GENE-Y,Not
75725,CHEMICAL,GENE-Y,Not
75726,GENE-Y,CHEMICAL,Not
75727,CHEMICAL,GENE-Y,Not
75728,GENE-N,GENE-Y,Not
75729,GENE-Y,GENE-N,Not
75730,GENE-N,GENE-Y,Not
75731,GENE-Y,GENE-N,Not
75732,CHEMICAL,CHEMICAL,Not
75733,CHEMICAL,CHEMICAL,Not
75734,CHEMICAL,CHEMICAL,Not
75735,CHEMICAL,GENE-N,Not
75736,CHEMICAL,GENE-N,Not
75737,CHEMICAL,CHEMICAL,Not
75738,CHEMICAL,GENE-N,Not
75739,CHEMICAL,GENE-N,Not
75740,GENE-N,CHEMICAL,Not
75741,GENE-N,CHEMICAL,Not
75742,GENE-N,GENE-N,Not
75743,GENE-N,CHEMICAL,Not
75744,GENE-N,CHEMICAL,Not
75745,GENE-N,GENE-N,Not
75746,CHEMICAL,CHEMICAL,Not
75747,CHEMICAL,CHEMICAL,Not
75748,CHEMICAL,CHEMICAL,Not
75749,CHEMICAL,GENE-Y,Not
75750,CHEMICAL,GENE-Y,Not
75751,CHEMICAL,CHEMICAL,Not
75752,CHEMICAL,CHEMICAL,Not
75753,CHEMICAL,CHEMICAL,Not
75754,CHEMICAL,GENE-Y,Not
75755,CHEMICAL,GENE-Y,Not
75756,CHEMICAL,CHEMICAL,Not
75757,CHEMICAL,CHEMICAL,Not
75758,CHEMICAL,CHEMICAL,Not
75759,CHEMICAL,GENE-Y,Not
75760,CHEMICAL,GENE-Y,Not
75761,CHEMICAL,CHEMICAL,Not
75762,CHEMICAL,CHEMICAL,Not
75763,CHEMICAL,CHEMICAL,Not
75764,CHEMICAL,GENE-Y,Not
75765,CHEMICAL,GENE-Y,Not
75766,GENE-Y,CHEMICAL,Not
75767,GENE-Y,CHEMICAL,Not
75768,GENE-Y,CHEMICAL,Not
75769,GENE-Y,CHEMICAL,Not
75770,GENE-Y,GENE-Y,Not
75771,GENE-Y,CHEMICAL,Not
75772,GENE-Y,CHEMICAL,Not
75773,GENE-Y,CHEMICAL,Not
75774,GENE-Y,CHEMICAL,Not
75775,GENE-Y,GENE-Y,Not
75776,CHEMICAL,CHEMICAL,Not
75777,CHEMICAL,CHEMICAL,Not
75778,CHEMICAL,CHEMICAL,Not
75779,CHEMICAL,CHEMICAL,Not
75780,CHEMICAL,CHEMICAL,Not
75781,CHEMICAL,CHEMICAL,Not
75782,CHEMICAL,GENE-Y,Upregulator
75783,GENE-Y,CHEMICAL,Not
75784,CHEMICAL,GENE-Y,Downregulator
75785,CHEMICAL,GENE-Y,Upregulator
